Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers,Unnamed: 0,Interest Domains
Sukumar Nandi,Professor Indian Institute of Technology Guwahati,"Computer Networks, Information Security",9347,https://scholar.google.com/citations?hl=en&user=ChtruacAAAAJ,43.0,195.0,"['Additive Cellular Automata: Theory and Applications, Volume 1', 'Theory and applications of cellular automata in cryptography', 'A new similarity measure using Bhattacharyya coefficient for collaborative filtering in sparse data', 'A tutorial survey on vehicular communication state of the art, and future research directions', 'Blockchain-Based Adaptive Trust Management in Internet of Vehicles Using Smart Contract', 'Detecting ARP spoofing: An active technique', 'An outlier detection method based on clustering', 'Route stability based qos routing in mobile ad hoc networks', 'CA and Its Applications: A Brief Survey', 'Machine learning based approach to detect position falsification attack in VANETs']",,"[""Computer Networks"", ""Cryptography"", ""Data Mining and Machine Learning"", ""Trust Management""]"
Gopal Das,IIT Guwahati,"Supramolecular Chemistry, Chemical Biology, Water treatment",9113,https://scholar.google.com/citations?hl=en&user=GHi25EUAAAAJ,49.0,216.0,"['Preferential and enhanced adsorption of different dyes on iron oxide nanoparticles: a comparative study', 'NIR- and FRET-Based Sensing of Cu2+ and S2- in Physiological Conditions and in Live Cells', 'Fluorometric detection of enzyme activity with synthetic supramolecular pores', 'The interaction of 5-(alkoxy) naphthalen-1-amine with bovine serum albumin and its effect on the conformation of protein', 'An aggregation-induced emission (AIE) active probe for multiple targets: a fluorescent sensor for Zn2+ and Al3+ & a colorimetric sensor for Cu2+ and F−', 'Green synthesis of Sn (II)-BDC MOF: Preferential and efficient adsorption of anionic dyes', 'An aggregation-induced emission (AIE) active probe renders Al(iii) sensing and tracking of subsequent interaction with DNA', 'An overview of sulfidogenic biological reactors for the simultaneous treatment of sulfate and heavy metal rich wastewater', 'Synthesis and studies of Cu (II)-thiolato complexes: bioinorganic perspectives', 'Syntheses and X-ray structures of mixed-ligand salicylaldehyde complexes of Mn (III), Fe (III), and Cu (II) ions: Reactivity of the Mn (III) complex toward primary monoamines\xa0…']",,"[""Inorganic Chemistry"", ""Bioinorganic Chemistry"", ""Analytical Chemistry"", ""Materials Chemistry"", ""Environmental Chemistry""]"
Pinakeswar Mahanta,"Professor of Mechanical Engineering, IIT Guwahati","Heat Transfer, Renewable energy, Fluidized bed",8973,https://scholar.google.com/citations?hl=en&user=t0viKX4AAAAJ,45.0,146.0,"['Impact of electric vehicle charging station load on distribution network', 'Review of passive heat transfer augmentation techniques', 'Biomass gasification for decentralized power generation: The Indian perspective', 'Comprehensive characterization of lignocellulosic biomass through proximate, ultimate and compositional analysis for bioenergy production', 'Carbon dioxide adsorption on zeolites and activated carbon by pressure swing adsorption in a fixed bed', 'Review of recent trends in charging infrastructure planning for electric vehicles', 'Discernment of synergism in pyrolysis of biomass blends using thermogravimetric analysis', 'Co-gasification of coal and biomass blends: chemistry and engineering', 'Review of impact of electric vehicle charging station on the power grid', 'Charging station placement for electric vehicles: a case study of Guwahati city, India']",,"[""Biomass Utilization and Conversion"", ""Electric Power Systems"", ""Carbon Capture and Utilization"", ""Transportation and Energy Systems""]"
Utpal Bora,"Professor, Indian Institute of Technology Guwahati","Bioengineering, Environment",8967,https://scholar.google.com/citations?hl=en&user=3WHn3QMAAAAJ,45.0,88.0,"['Indian medicinal herbs as sources of antioxidants', 'Encapsulation of curcumin in alginate-chitosan-pluronic composite nanoparticles for delivery to cancer cells', 'Fluorescence study of the curcumin− casein micelle complexation and its application as a drug nanocarrier to cancer cells', 'Silk fibroin in tissue engineering', 'Ethnobotany of medicinal plants used by Assamese people for various skin ailments and cosmetics', 'Comprehensive characterization of lignocellulosic biomass through proximate, ultimate and compositional analysis for bioenergy production', 'Green synthesis of gold nanoparticles using Nyctanthes arbortristis flower extract', 'Encapsulation of curcumin in Pluronic block copolymer micelles for drug delivery applications', 'Synthesis of novel biodegradable and self-assembling methoxy poly (ethylene glycol)–palmitate nanocarrier for curcumin delivery to cancer cells', 'A novel microwave-mediated one-pot synthesis of indolizines via a three-component reaction']",,"[""Biomaterials and Biomaterials Engineering"", ""Bioactive Compounds and Drug Delivery"", ""Bioenergy and Biorefining"", ""Botany and Ethnobotany"", ""Nanotechnology""]"
Prof. Chandan Das,"Department of Chemical Engineering, IIT Guwahati","Wastewater treatment, membrane separation, bioremediation, Catalytic membrane reactor",8841,https://scholar.google.com/citations?hl=en&user=HB_fCMoAAAAJ,44.0,228.0,"['Extraction of phenolic compounds and anthocyanin from black and purple rice bran (Oryza sativa L) using ultrasound: A comparative analysis and phytochemical profiling', 'Removal of Pb (II) and Cu (II) ions from wastewater using composite electrospun cellulose acetate/titanium oxide (TiO2) adsorbent', 'Optimization of ultrasound-assisted extraction (UAE) process for the recovery of bioactive compounds from bitter gourd using response surface methodology (RSM)', 'Feasibility of poly-vinyl alcohol/starch/glycerol/citric acid composite films for wound dressing applications', 'Membrane technologies and applications', 'Removal of dyes and their mixtures from aqueous solution using liquid emulsion membrane', 'Handbook of environment and waste management: Volume 3: Acid rain and greenhouse gas pollution control', 'Treatment of tanning effluent using nanofiltration followed by reverse osmosis', 'Scope and prospect of transition metal-based cocatalysts for visible light-driven photocatalytic hydrogen evolution with graphitic carbon nitride', 'Cross-flow microfiltration of industrial oily wastewater: experimental and theoretical consideration']",,"[""Environmental Engineering"", ""Polymer Science and Engineering"", ""Water and Wastewater Treatment"", ""Photochemistry and Catalysis""]"
Sarangthem Joychandra Singh,IIT-Guwahati,"CH functionalization, Multicomponent reactions",8676,https://scholar.google.com/citations?hl=en&user=-sXM55QAAAAJ,38.0,138.0,"['Efficacy and safety of the oral neuraminidase inhibitor oseltamivir in treating acute influenza: a randomized controlled trial', 'The impact of air pollution on deaths, disease burden, and life expectancy across the states of India: the Global Burden of Disease Study 2017', 'Mortality of emergency abdominal surgery in high-, middle-and low-income countries', 'Prevalence of risk factors for coronary artery disease in an urban Indian population', 'The housefly (Musca domestica) as a carrier of pathogenic microorganisms in a hospital environment', 'Mouth dissolving tablets II: An overview of evaluation techniques', 'Effect of polysorbate 80 quality on photostability of a monoclonal antibody', 'Teratogenic effects of acetaldehyde in the rat Drug Alcohol Dependence 1982, August; 9 (4): 339–50. associated with deviation of the mediastinum in the contralateral side', 'Vermicompost from biodegraded distillation waste improves soil properties and essential oil yield of Pogostemon cablin (patchouli) Benth', 'Multicentre prospective cohort study of body mass index and postoperative complications following gastrointestinal surgery']",,"[""Public Health"", ""Medicine"", ""Environmental Health"", ""Microbiology"", ""Biotechnology""]"
Prabir Barooah,"Professor, Electronics and Electrical Engineering, Indian Institute of Technology Guwahati","distributed control, renewable energy integration, smart grid, energy efficiency",8181,https://scholar.google.com/citations?hl=en&user=f4P0dYsAAAAJ,46.0,112.0,"['Ancillary Service to the Grid through Control of Fans in Commercial Building HVAC Systems', 'Mistuning-based control design to improve closed-loop stability margin of vehicular platoons', 'DistressNet: a wireless ad hoc and sensor network architecture for situation management in disaster response', 'Occupancy-based zone-climate control for energy-efficient buildings: Complexity vs. performance', 'Experimental evaluation of frequency regulation from commercial building HVAC systems', 'A method for model-reduction of non-linear thermal dynamics of multi-zone buildings', 'Ancillary service to the grid using intelligent deferrable loads', 'Stability and robustness of large platoons of vehicles with double‐integrator models and nearest neighbor interaction', 'Error amplification and disturbance propagation in vehicle strings with decentralized linear control', 'Graph effective resistance and distributed control: Spectral properties and applications']",,"[""Vehicle Control and Stability"", ""Building Energy Management"", ""Wireless Sensor Networks""]"
richa sharma,INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI,"membrane reactors, heterogeneous catalysis, gas separation, dense membranes",8011,https://scholar.google.com/citations?hl=en&user=npMjAGEAAAAJ,39.0,126.0,"['Understanding the pH-dependent behavior of graphene oxide aqueous solutions: a comparative experimental and molecular dynamics simulation study', 'Size-dependent cellular uptake and expulsion of single-walled carbon nanotubes: single particle tracking and a generic uptake model for nanoparticles', 'Anomalously large reactivity of single graphene layers and edges towards electron transfer chemistries', 'Bi-and trilayer graphene solutions', 'Psychobiotics: the next-generation probiotics for the brain', 'SNHG12: an LncRNA as a potential therapeutic target and biomarker for human cancer', 'Noninvasive 11C-rifampin positron emission tomography reveals drug biodistribution in tuberculous meningitis', 'On‐chip micro gas chromatograph enabled by a noncovalently functionalized single‐walled carbon nanotube sensor array', '(2010)', 'A review on CLAHE based enhancement techniques']",,"[""Nanotechnology"", ""Graphene"", ""Bioengineering"", ""Cell Biology""]"
Jeevanantham Sathasivam,"Doctoral Research Fellow, Indian Institute of Technology Guwahati, Assam, India.","Wastewater Treatment, Emerging Contaminants, Biochar, Adsorption, Advanced Oxidation Processes",7949,https://scholar.google.com/citations?hl=en&user=zfhbiGQAAAAJ,33.0,43.0,"['Effective water/wastewater treatment methodologies for toxic pollutants removal: Processes and applications towards sustainable development', 'A review on biosynthesis of metal nanoparticles and its environmental applications', 'A comprehensive review on different approaches for CO2 utilization and conversion pathways', 'A review on bioremediation approach for heavy metal detoxification and accumulation in plants', 'A review on catalytic-enzyme degradation of toxic environmental pollutants: Microbial enzymes', 'Removal of toxic pollutants from water environment by phytoremediation: a survey on application and future prospects', 'Recent advances and sustainable development of biofuels production from lignocellulosic biomass', 'Photocatalysis for removal of environmental pollutants and fuel production: a review', 'A review on algal-bacterial symbiotic system for effective treatment of wastewater', 'Degradation of toxic agrochemicals and pharmaceutical pollutants: Effective and alternative approaches toward photocatalysis']",,"[""Environmental Science and Technology"", ""Bioscience and Biotechnology"", ""Energy and Sustainability"", ""Materials Science"", ""Chemistry""]"
Tamal Banerjee,"Professor of Chemical Engineering ,IIT Guwahati","Deep Eutectic Solvents, Hydrogels, Thermal Fluids, COSMO-RS, Reactive Force Field Simulations",7862,https://scholar.google.com/citations?hl=en&user=iSwkMbMAAAAJ,49.0,141.0,"['A comprehensive review on batteries and supercapacitors: Development and challenges since their inception', 'Molecular dynamic simulation of spontaneous combustion and pyrolysis of brown coal using ReaxFF', 'Volume, surface and UNIQUAC interaction parameters for imidazolium based ionic liquids via Polarizable Continuum Model', 'Liquid–liquid extraction of lower alcohols using menthol-based hydrophobic deep eutectic solvent: experiments and COSMO-SAC predictions', 'Prediction of binary VLE for imidazolium based ionic liquid systems using COSMO-RS', 'COSMO-RS-based screening of ionic liquids as green solvents in denitrification studies', 'Synthesis and characterization of xylan-gelatin cross-linked reusable hydrogel for the adsorption of methylene blue', 'COSMO-RS based predictions for the desulphurization of diesel oil using ionic liquids: Effect of cation and anion combination', 'Thiophene separation with ionic liquids for desulphurization: A quantum chemical approach', 'Bioplastic: an eco‐friendly alternative to non‐biodegradable plastic']",,"[""Materials Chemistry"", ""Green Chemistry"", ""Polymer Chemistry"", ""Separation Science"", ""Energy and Fuels""]"
Dr. Lalit M Pandey,IIT Guwahati,"Bio-interfaces and Biomaterials, Protein's adsorption and aggregation, Environmental Biotechnology",7745,https://scholar.google.com/citations?hl=en&user=Y4qB9qUAAAAJ,49.0,135.0,"['Engineered nanomaterials and their surface functionalization for the removal of heavy metals: A review', 'Recent advances in conventional and contemporary methods for remediation of heavy metal-contaminated soils', 'Nano-biocomposite scaffolds of chitosan, carboxymethyl cellulose and silver nanoparticle modified cellulose nanowhiskers for bone tissue engineering applications', 'Isolation and characterization of biosurfactant producing and oil degrading Bacillus subtilis MG495086 from formation water of Assam oil reservoir and its suitability for\xa0…', 'Production of biosurfactant by Bacillus subtilis RSL-2 isolated from sludge and biosurfactant mediated degradation of oil', 'Enhanced adsorption capacity of designed bentonite and alginate beads for the effective removal of methylene blue', 'Removal of methylene blue dye from aqueous solution using immobilized Agrobacterium fabrum biomass along with iron oxide nanoparticles as biosorbent', 'Surface functionalization of Ti6Al4V via self-assembled monolayers for improved protein adsorption and fibroblast adhesion', 'Fabrication and characterization of chitosan, polyvinylpyrrolidone, and cellulose nanowhiskers nanocomposite films for wound healing drug delivery application', 'Engineered nanoporous materials mediated heterogeneous catalysts and their implications in biodiesel production']",,"[""Nanotechnology and Materials Science"", ""Biotechnology and Microbiology"", ""Environmental Science and Engineering"", ""Materials Engineering"", ""Drug Delivery Systems""]"
Lingaraj Sahoo,"Professor of Biotechnology, Indian Institute of Technology Guwahati","Plant Functional Genomics, Crop Improvement",7728,https://scholar.google.com/citations?hl=en&user=elIBAo0AAAAJ,49.0,130.0,"['Reactive oxygen species signaling in plants under abiotic stress', 'Excess copper induced oxidative stress and response of antioxidants in rice', 'Arsenic stress in rice: redox consequences and regulation by iron', 'Tailoring microalgae for efficient biofuel production', 'The effect of TDZ on organogenesis and somatic embryogenesis in pigeonpea (Cajanus cajan L. Millsp)', 'Molecular mechanistic model of plant heavy metal tolerance', 'Transgenic cowpea (Vigna unguiculata) seeds expressing a bean α-amylase inhibitor 1 confer resistance to storage pests, bruchid beetles', 'Improved Agrobacterium-mediated transformation of cowpea via sonication and vacuum infiltration', 'Efficient in vitro plant regeneration from shoot apices and gene transfer by particle bombardment in Jatropha curcas', 'An insight into the drought stress induced alterations in plants']",,"[""Plant Stress Responses"", ""Plant Biochemistry and Metabolism"", ""Plant Genetic Engineering"", ""Plant Biotechnology""]"
