,Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index,Research Papers
85,Subramaniam Ganesh,"Biological Sciences & Bioengineering, Indian Institute of Technology - Kanpur [India]","Human Molecular Genetics, Neuroscience",4876,https://scholar.google.com/citations?hl=en&user=N62RSf8AAAAJ,38,84,"['Mutations in EFHC1 cause juvenile myoclonic epilepsy', 'Targeted disruption of the Epm2a gene causes formation of Lafora inclusion bodies, neurodegeneration, ataxia, myoclonus epilepsy and impaired behavioral\xa0…', 'Laforin, defective in the progressive myoclonus epilepsy of Lafora type, is a dual-specificity phosphatase associated with polyribosomes', 'Recent advances in the molecular basis of Lafora’s progressive myoclonus epilepsy', 'Lafora progressive myoclonus epilepsy: A meta‐analysis of reported mutations in the first decade following the discovery of the EPM2A and NHLRC1 genes', 'Association of gene polymorphism with genetic susceptibility to stroke in Asian populations: a meta-analysis', 'The malin–laforin complex suppresses the cellular toxicity of misfolded proteins by promoting their degradation through the ubiquitin–proteasome system', 'The SCN1A gene variants and epileptic encephalopathies', 'Advances in the genetics of progressive myoclonus epilepsy', ""Genotype–phenotype correlations for EPM2A mutations in Lafora's progressive myoclonus epilepsy: exon 1 mutations associate with an early-onset cognitive\xa0…""]"
86,Tajdarul Hassan Syed,"Professor, Department of Earth Sciences, IIT Kanpur",Water Resources and Remote Sensing,4856,https://scholar.google.com/citations?hl=en&user=Ar-vvNMAAAAJ,30,38,"[""Satellites measure recent rates of groundwater depletion in California's Central Valley"", 'Analysis of terrestrial water storage changes from GRACE and GLDAS', 'Total basin discharge for the Amazon and Mississippi River basins from GRACE and a land‐atmosphere water balance', 'Satellite-based global-ocean mass balance estimates of interannual variability and emerging trends in continental freshwater discharge', 'GRACE-based estimates of terrestrial freshwater discharge from basin to continental scales', 'Improving parameter estimation and water table depth simulation in a land surface model using GRACE water storage and estimated base flow data', 'Assessment of potentially toxic trace elements contamination in groundwater resources of the coal mining area of the Korba Coalfield, Central India', 'Characterizing drought in India using GRACE observations of terrestrial water storage deficit', 'Assessment of vulnerability to seawater intrusion and potential remediation measures for coastal aquifers: a case study from eastern India', 'Utilizing combined deviations of precipitation and GRACE-based terrestrial water storage as a metric for drought characterization: A case study over major Indian river basins']"
87,Jayandharan GR,"Professor, IIT Kanpur","Gene therapy: Neuro-ophthalmic & Blood …, Cancer gene therapy, Human molecular genetics",4769,https://scholar.google.com/citations?hl=en&user=zWb0RrYAAAAJ,35,72,"['Novel properties of tyrosine-mutant AAV2 vectors in the mouse retina', 'Tyrosine-phosphorylation of AAV2 vectors and its consequences on viral intracellular trafficking and transgene expression', 'Basic biology of adeno-associated virus (AAV) vectors used in gene therapy', 'Innate immune responses to AAV vectors', 'Genetic diagnosis of haemophilia and other inherited bleeding disorders', 'High-efficiency transduction and correction of murine hemophilia B using AAV2 vectors devoid of multiple surface-exposed tyrosines', 'Adeno‐associated virus (AAV) vectors in gene therapy: immune challenges and strategies to circumvent them', 'Human hepatocyte growth factor receptor is a cellular coreceptor for adeno-associated virus serotype 3', 'Post‐translational modifications in capsid proteins of recombinant adeno‐associated virus (AAV) 1‐rh10 serotypes', 'Bioengineering of AAV2 Capsid at Specific Serine, Threonine, or Lysine Residues Improves Its Transduction Efficiency in Vitro and in Vivo']"
88,Rajeev Gupta,"Physics, IIT Kanpur","condensed matter, materials science, optical spectroscopy",4743,https://scholar.google.com/citations?hl=en&user=UPo_8dUAAAAJ,34,66,"['Laser-induced Fano resonance scattering in silicon nanowires', 'Raman study of stoichiometric and Zn-doped Fe 3 O 4', 'Surface optical phonons in gallium phosphide nanowires', 'Diameter-selective resonant Raman scattering in double-wall carbon nanotubes', 'Multiferroic memories', 'Chemically doped double-walled carbon nanotubes: cylindrical molecular capacitors', 'In vitro biocompatibility and antimicrobial activity of wet chemically prepared Ca10− xAgx (PO4) 6 (OH) 2 (0.0≤ x≤ 0.5) hydroxyapatites', 'Temperature-dependent electron paramagnetic resonance studies of charge-ordered', 'Room Temperature Nanoscale Ferroelectricity in Magnetoelectric  Epitaxial Thin Films', 'Origin of the unusual dependence of Raman D band on excitation wavelength in graphite-like materials']"
89,Nitin Saxena,"N.Rama.Rao.Professor (HAG) & JCBose.Fellow, CSE & WSAIS, IIT Kanpur; FNA FASc …","Complexity theory, Algebra, Number theory, Algebraic geometry, Algebraic combinatorics",4742,https://scholar.google.com/citations?hl=en&user=1Yl1h_YAAAAJ,26,46,"['PRIMES is in P', 'Progress on Polynomial Identity Testing.', 'Parameters of integral circulant graphs and periodic quantum dynamics', 'Polynomial identity testing for depth 3 circuits', 'Diagonal circuit identity testing and lower bounds', 'Algebraic independence and blackbox identity testing', 'Jacobian hits circuits: hitting-sets, lower bounds for depth-d occur-k formulas & depth-3 transcendence degree-k circuits', ""Blackbox identity testing for bounded top fanin depth-3 circuits: the field doesn't matter"", 'From sylvester-gallai configurations to rank bounds: Improved blackbox identity test for depth-3 circuits', 'Progress on polynomial identity testing-II']"
90,Sankar Prasad Rath,"Professor, Department of Chemistry, Indian Institute of Technology Kanpur, India","Bioinorganic chemistry, Multiheme Proteins and Enzymes, Supramolecular Chirogenesis, Chemical",4709,https://scholar.google.com/citations?hl=en&user=58SbCG8AAAAJ,43,121,"['Pyramidalization of Gd3N inside a C80 cage. The synthesis and structure of Gd3N@C80', 'Hydrogen‐Bonding Interactions Trigger a Spin‐Flip in Iron (III) Porphyrin Complexes', 'Synthesis and Characterization of anti-bisFe (III) Porphyrins, syn-bisFe (III)-μ-oxo Porphyrin, and syn-bisFe (III)-μ-oxo Porphyrin Cation Radical', 'Oxo-and hydroxo-bridged diiron (III) porphyrin dimers: Inorganic and bio-inorganic perspectives and effects of intermacrocyclic interactions', 'A remarkably bent diiron (III)-μ-hydroxo bisporphyrin: unusual stabilization of two spin states of iron in a single molecular framework', 'Remarkably bent, ethane-linked, diiron (III) μ-oxobisporphyrin: synthesis, structure, conformational switching, and photocatalytic oxidation', 'Synthesis, structure and photocatalytic activity of a remarkably bent, cofacial ethene-linked diiron (III) μ-oxobisporphyrin', 'Modulation of metal displacements in a saddle distorted macrocycle: synthesis, structure, and properties of high-spin Fe (III) porphyrins and implications for the hemoproteins', 'An ethane-bridged porphyrin dimer as a model of di-heme proteins: inorganic and bioinorganic perspectives and consequences of heme–heme interactions', 'Encapsulation of tcnq and the acridinium ion within a bisporphyrin cavity: synthesis, structure, and photophysical and HOMO–LUMO‐gap‐mediated electron‐transfer properties']"
91,"Yogesh M. Joshi,","JC Bose Fellow and Professor of Chemical Engineering, Indian Institute of Technology …","Soft Matter, Rheology",4708,https://scholar.google.com/citations?hl=en&user=2j_DCnkAAAAJ,39,93,"['Thermal performance of closed two-phase thermosyphon using nanofluids', 'Chemical stability of Laponite in aqueous media', 'Dynamics of Colloidal Glasses and Gels', 'Rheological characterization of styrene-butadiene based medium and its finishing performance using rotational abrasive flow finishing process', 'Rheological behaviour of aqueous suspensions of laponite: new insights into the ageing phenomena', 'Microstructure and soft glassy dynamics of an aqueous laponite dispersion', 'Yield stress fluids and ageing', 'Physicochemical Effects in Aging Aqueous Laponite Suspensions', 'Irreversible aging dynamics and generic phase behavior of aqueous suspensions of laponite', 'Polyaniline–sodium montmorillonite clay nanocomposites: effect of clay concentration on thermal, structural, and electrical properties']"
92,Jitendra Bera,"Professor of Chemistry, IIT Kanpur","Sustainable Catalysis, Energy, Organometallic Chemistry",4690,https://scholar.google.com/citations?hl=en&user=oruUJikAAAAJ,38,98,"['Anion template effect on the self-assembly and interconversion of metallacyclophanes', 'Chain compounds based on transition metal backbones: new life for an old topic', 'A highly efficient catalyst for selective oxidative scission of olefins to aldehydes: abnormal-NHC–Ru (II) complex in oxidation chemistry', 'Catalytic conversion of alcohols to carboxylic acid salts and hydrogen with alkaline water', 'Recent progress in transition-metal-catalyzed asymmetric reductive amination', 'Double dehydrogenation of primary amines to nitriles by a ruthenium complex featuring pyrazole functionality', 'Metal–ligand cooperation on a diruthenium platform: selective imine formation through acceptorless dehydrogenative coupling of alcohols with amines', 'Acceptorless dehydrogenation of alcohols on a diruthenium (II, II) platform', 'Anion-controlled nuclearity and metal− metal distances in copper (I)− dppm complexes (dppm= Bis (diphenylphosphino) methane)', 'Bifunctional water activation for catalytic hydration of organonitriles']"
93,Sabuj Kundu,"Professor at Department of Chemistry, IIT Kanpur",Organometallic Chemistry and Catalysis,4682,https://scholar.google.com/citations?hl=en&user=F32CmMcAAAAJ,36,87,"['Alkane metathesis by tandem alkane-dehydrogenation–olefin-metathesis catalysis and related chemistry', 'Recent advances in sustainable synthesis of N-heterocycles following acceptorless dehydrogenative coupling protocol using alcohols', 'Net oxidative addition of C (sp3)-F bonds to iridium via initial CH bond activation', 'Rational design and synthesis of highly active pincer-iridium catalysts for alkane dehydrogenation', 'Highly active and recyclable heterogeneous iridium pincer catalysts for transfer dehydrogenation of alkanes', 'Cobalt complex catalyzed atom-economical synthesis of quinoxaline, quinoline and 2-alkylaminoquinoline derivatives', 'Ruthenium (II)‐NNN‐Pincer‐Complex‐Catalyzed Reactions Between Various Alcohols and Amines for Sustainable C− N and C− C Bond Formation', 'Cooperative iridium complex-catalyzed synthesis of quinoxalines, benzimidazoles and quinazolines in water', 'Cobalt-catalyzed dehydrogenative functionalization of alcohols: Progress and future prospect', 'Synthesis and Reactivity of New Ni, Pd, and Pt 2,6-Bis(di-tert-butylphosphinito)pyridine Pincer Complexes']"
94,Arvind Kumar,"Professor, Dept. of Mechanical Engineering, Indian Institute of Technology Kanpur","Additive manufacturing, Heat transfer in manufacturing, Casting and Welding, Surface coating",4615,https://scholar.google.com/citations?hl=en&user=N_lSNZ8AAAAJ,41,105,"['Flameless combustion with liquid fuel: A review focusing on fundamentals and gas turbine application', 'Numerical and experimental analysis of the effect of volumetric energy absorption in powder layer on thermal-fluidic transport in selective laser melting of Ti6Al4V', 'Performance evaluation of nano-enhanced phase change materials during discharge stage in waste heat recovery', 'An operator splitting scheme for coupling macroscopic transport and grain growth in a two-phase multiscale solidification model: Part II - Application of the model', 'Call for contributions to a numerical benchmark problem for 2D columnar solidification of binary alloys', 'Friction and wear durability study of epoxy-based polymer (SU-8) composite coatings with talc and graphite as fillers', 'Role of impinging powder particles on melt pool hydrodynamics, thermal behaviour and microstructure in laser-assisted DED process: A particle-scale DEM–CFD–CA approach', 'Impact of Climate change on Milk production of Murrah buffaloes', 'Selective Laser Melting of 316L Stainless Steel: Physics of Melting Mode Transition and Its Influence on Microstructural and Mechanical Behavior: Aggarwal, Patel, and Kumar', 'Effect of cell size and wall thickness on the compression performance of triply periodic minimal surface based AlSi10Mg lattice structures']"
